# X:$14A800  X_14A800_cos8k_full  (8192 words)
# m18 phaser LFO quadrature COS (read at $144ED6/$145078: x:(r0+$14a800),b)
# 3 bytes/word big-endian signed 24-bit fraction = word/2^23
#  idx | hex     signed24   fraction(24-bit)
   256 | 7D8A5E   8227422   +0.9807851
   257 | 7D8575   8226165   +0.9806353
   258 | 7D8086   8224902   +0.9804847
   259 | 7D7B93   8223635   +0.9803337
   260 | 7D769B   8222363   +0.9801821
   261 | 7D719E   8221086   +0.9800298
   262 | 7D6C9C   8219804   +0.9798770
   263 | 7D6795   8218517   +0.9797236
   264 | 7D628A   8217226   +0.9795697
   265 | 7D5D79   8215929   +0.9794151
   266 | 7D5864   8214628   +0.9792600
   267 | 7D534A   8213322   +0.9791043
   268 | 7D4E2C   8212012   +0.9789481
   269 | 7D4908   8210696   +0.9787912
   270 | 7D43DF   8209375   +0.9786338
   271 | 7D3EB2   8208050   +0.9784758
   272 | 7D3980   8206720   +0.9783173
   273 | 7D3449   8205385   +0.9781581
   274 | 7D2F0D   8204045   +0.9779984
   275 | 7D29CD   8202701   +0.9778382
   276 | 7D2487   8201351   +0.9776772
   277 | 7D1F3D   8199997   +0.9775158
   278 | 7D19EE   8198638   +0.9773538
   279 | 7D149A   8197274   +0.9771912
   280 | 7D0F41   8195905   +0.9770280
   281 | 7D09E4   8194532   +0.9768643
   282 | 7D0481   8193153   +0.9766999
   283 | 7CFF1A   8191770   +0.9765351
   284 | 7CF9AE   8190382   +0.9763696
   285 | 7CF43D   8188989   +0.9762036
   286 | 7CEEC7   8187591   +0.9760369
   287 | 7CE94D   8186189   +0.9758698
   288 | 7CE3CE   8184782   +0.9757020
   289 | 7CDE4A   8183370   +0.9755337
   290 | 7CD8C1   8181953   +0.9753648
   291 | 7CD333   8180531   +0.9751953
   292 | 7CCDA0   8179104   +0.9750252
   293 | 7CC809   8177673   +0.9748546
   294 | 7CC26D   8176237   +0.9746834
   295 | 7CBCCC   8174796   +0.9745116
   296 | 7CB726   8173350   +0.9743392
   297 | 7CB17C   8171900   +0.9741664
   298 | 7CABCC   8170444   +0.9739928
   299 | 7CA618   8168984   +0.9738188
   300 | 7CA05F   8167519   +0.9736441
   301 | 7C9AA1   8166049   +0.9734689
   302 | 7C94DF   8164575   +0.9732932
   303 | 7C8F17   8163095   +0.9731168
   304 | 7C894B   8161611   +0.9729398
   305 | 7C837A   8160122   +0.9727623
   306 | 7C7DA4   8158628   +0.9725842
   307 | 7C77C9   8157129   +0.9724056
   308 | 7C71EA   8155626   +0.9722264
   309 | 7C6C06   8154118   +0.9720466
   310 | 7C661D   8152605   +0.9718663
   311 | 7C602F   8151087   +0.9716853
   312 | 7C5A3C   8149564   +0.9715037
   313 | 7C5445   8148037   +0.9713217
   314 | 7C4E49   8146505   +0.9711391
   315 | 7C4848   8144968   +0.9709558
   316 | 7C4242   8143426   +0.9707720
   317 | 7C3C37   8141879   +0.9705876
   318 | 7C3628   8140328   +0.9704027
   319 | 7C3014   8138772   +0.9702172
   320 | 7C29FB   8137211   +0.9700311
   321 | 7C23DD   8135645   +0.9698445
   322 | 7C1DBB   8134075   +0.9696573
   323 | 7C1793   8132499   +0.9694694
   324 | 7C1167   8130919   +0.9692811
   325 | 7C0B36   8129334   +0.9690921
   326 | 7C0501   8127745   +0.9689027
   327 | 7BFEC6   8126150   +0.9687126
   328 | 7BF887   8124551   +0.9685220
   329 | 7BF243   8122947   +0.9683307
   330 | 7BEBFA   8121338   +0.9681389
   331 | 7BE5AD   8119725   +0.9679466
   332 | 7BDF5B   8118107   +0.9677538
   333 | 7BD904   8116484   +0.9675603
   334 | 7BD2A8   8114856   +0.9673662
   335 | 7BCC47   8113223   +0.9671715
   336 | 7BC5E2   8111586   +0.9669764
   337 | 7BBF77   8109943   +0.9667805
   338 | 7BB908   8108296   +0.9665842
   339 | 7BB295   8106645   +0.9663874
   340 | 7BAC1C   8104988   +0.9661899
   341 | 7BA59F   8103327   +0.9659919
   342 | 7B9F1D   8101661   +0.9657933
   343 | 7B9896   8099990   +0.9655941
   344 | 7B920B   8098315   +0.9653944
   345 | 7B8B7A   8096634   +0.9651940
   346 | 7B84E5   8094949   +0.9649931
   347 | 7B7E4B   8093259   +0.9647917
   348 | 7B77AD   8091565   +0.9645897
   349 | 7B7109   8089865   +0.9643871
   350 | 7B6A61   8088161   +0.9641839
   351 | 7B63B4   8086452   +0.9639802
   352 | 7B5D03   8084739   +0.9637760
   353 | 7B564C   8083020   +0.9635711
   354 | 7B4F91   8081297   +0.9633657
   355 | 7B48D1   8079569   +0.9631597
   356 | 7B420D   8077837   +0.9629532
   357 | 7B3B43   8076099   +0.9627460
   358 | 7B3475   8074357   +0.9625384
   359 | 7B2DA2   8072610   +0.9623301
   360 | 7B26CA   8070858   +0.9621212
   361 | 7B1FEE   8069102   +0.9619119
