# P:$141CA7  filter_coeff_base_tbl  (1201 words)
# FILTER: cutoff->coefficient table, indexed by env-modulated BASE x $4AF>>24 (0..1199); used at P:$058B kernel
#  idx | hex     signed24   fraction(24-bit)
   502 | 7FB3BC   8369084   0.9976726
   503 | 7FB2E7   8368871   0.9976472
   504 | 7FB211   8368657   0.9976217
   505 | 7FB137   8368439   0.9975957
   506 | 7FB05C   8368220   0.9975696
   507 | 7FAF7E   8367998   0.9975431
   508 | 7FAE9E   8367774   0.9975164
   509 | 7FADBB   8367547   0.9974893
   510 | 7FACD6   8367318   0.9974620
   511 | 7FABEE   8367086   0.9974344
   512 | 7FAB04   8366852   0.9974065
   513 | 7FAA17   8366615   0.9973782
   514 | 7FA927   8366375   0.9973496
   515 | 7FA835   8366133   0.9973208
   516 | 7FA741   8365889   0.9972917
   517 | 7FA64A   8365642   0.9972622
   518 | 7FA550   8365392   0.9972324
   519 | 7FA453   8365139   0.9972023
   520 | 7FA353   8364883   0.9971718
   521 | 7FA251   8364625   0.9971410
   522 | 7FA14C   8364364   0.9971099
   523 | 7FA044   8364100   0.9970784
   524 | 7F9F3A   8363834   0.9970467
   525 | 7F9E2C   8363564   0.9970145
   526 | 7F9D1B   8363291   0.9969820
   527 | 7F9C08   8363016   0.9969492
   528 | 7F9AF1   8362737   0.9969159
   529 | 7F99D8   8362456   0.9968824
   530 | 7F98BB   8362171   0.9968485
   531 | 7F979B   8361883   0.9968141
   532 | 7F9679   8361593   0.9967796
   533 | 7F9553   8361299   0.9967445
   534 | 7F9429   8361001   0.9967090
   535 | 7F92FD   8360701   0.9966732
   536 | 7F91CD   8360397   0.9966370
   537 | 7F909A   8360090   0.9966004
   538 | 7F8F64   8359780   0.9965634
   539 | 7F8E2A   8359466   0.9965260
   540 | 7F8CED   8359149   0.9964882
   541 | 7F8BAC   8358828   0.9964499
   542 | 7F8A68   8358504   0.9964113
   543 | 7F8921   8358177   0.9963723
   544 | 7F87D5   8357845   0.9963328
   545 | 7F8687   8357511   0.9962929
   546 | 7F8534   8357172   0.9962525
   547 | 7F83DE   8356830   0.9962118
   548 | 7F8284   8356484   0.9961705
   549 | 7F8127   8356135   0.9961289
   550 | 7F7FC5   8355781   0.9960867
   551 | 7F7E60   8355424   0.9960442
   552 | 7F7CF7   8355063   0.9960011
   553 | 7F7B8A   8354698   0.9959576
   554 | 7F7A19   8354329   0.9959136
   555 | 7F78A4   8353956   0.9958692
   556 | 7F772B   8353579   0.9958242
   557 | 7F75AE   8353198   0.9957788
   558 | 7F742C   8352812   0.9957328
   559 | 7F72A7   8352423   0.9956864
   560 | 7F711D   8352029   0.9956394
   561 | 7F6F8F   8351631   0.9955920
   562 | 7F6DFD   8351229   0.9955441
   563 | 7F6C66   8350822   0.9954956
   564 | 7F6ACB   8350411   0.9954466
   565 | 7F692B   8349995   0.9953970
   566 | 7F6787   8349575   0.9953469
   567 | 7F65DE   8349150   0.9952962
   568 | 7F6431   8348721   0.9952451
   569 | 7F627F   8348287   0.9951934
   570 | 7F60C8   8347848   0.9951410
