# P:$142158  filter_tbl_142158  (1600 words)
# FILTER stage2 table, indexed 0..1599 (min(idx,$63F)); used at P:$0630/0666/0700/072D
#  idx | hex     signed24   fraction(24-bit)
   528 | 009455     37973   0.0045267
   529 | 009523     38179   0.0045513
   530 | 0095F3     38387   0.0045761
   531 | 0096C3     38595   0.0046009
   532 | 009795     38805   0.0046259
   533 | 009867     39015   0.0046510
   534 | 00993B     39227   0.0046762
   535 | 009A10     39440   0.0047016
   536 | 009AE6     39654   0.0047271
   537 | 009BBE     39870   0.0047529
   538 | 009C96     40086   0.0047786
   539 | 009D70     40304   0.0048046
   540 | 009E4B     40523   0.0048307
   541 | 009F27     40743   0.0048569
   542 | 00A004     40964   0.0048833
   543 | 00A0E2     41186   0.0049098
   544 | 00A1C2     41410   0.0049365
   545 | 00A2A3     41635   0.0049633
   546 | 00A385     41861   0.0049902
   547 | 00A468     42088   0.0050173
   548 | 00A54D     42317   0.0050446
   549 | 00A633     42547   0.0050720
   550 | 00A71A     42778   0.0050995
   551 | 00A802     43010   0.0051272
   552 | 00A8EB     43243   0.0051550
   553 | 00A9D6     43478   0.0051830
   554 | 00AAC2     43714   0.0052111
   555 | 00ABB0     43952   0.0052395
   556 | 00AC9E     44190   0.0052679
   557 | 00AD8E     44430   0.0052965
   558 | 00AE7F     44671   0.0053252
   559 | 00AF72     44914   0.0053542
   560 | 00B066     45158   0.0053833
   561 | 00B15B     45403   0.0054125
   562 | 00B252     45650   0.0054419
   563 | 00B34A     45898   0.0054715
   564 | 00B443     46147   0.0055012
   565 | 00B53D     46397   0.0055310
   566 | 00B639     46649   0.0055610
   567 | 00B737     46903   0.0055913
   568 | 00B835     47157   0.0056216
   569 | 00B935     47413   0.0056521
   570 | 00BA37     47671   0.0056828
   571 | 00BB3A     47930   0.0057137
   572 | 00BC3E     48190   0.0057447
   573 | 00BD43     48451   0.0057758
   574 | 00BE4B     48715   0.0058073
   575 | 00BF53     48979   0.0058388
   576 | 00C05D     49245   0.0058705
   577 | 00C168     49512   0.0059023
   578 | 00C275     49781   0.0059344
   579 | 00C384     50052   0.0059667
   580 | 00C493     50323   0.0059990
