# P:$143C06  kernel_tbl_143C06  (911 words)
# kernel tbl: P:$0660/068C region (gain/env), DSP2 loader ref P:$1114C3
#  idx | hex     signed24   fraction(24-bit)
   389 | 0686EE    427758   0.0509927
   390 | 06BF22    442146   0.0527079
   391 | 06F92B    457003   0.0544790
   392 | 073519    472345   0.0563079
   393 | 0772FA    488186   0.0581963
   394 | 07B2DC    504540   0.0601459
   395 | 07F4D1    521425   0.0621587
   396 | 0838E7    538855   0.0642365
   397 | 087F2E    556846   0.0663812
   398 | 08C7B9    575417   0.0685951
   399 | 091296    594582   0.0708797
   400 | 095FD9    614361   0.0732375
   401 | 09AF92    634770   0.0756705
   402 | 0A01D4    655828   0.0781808
   403 | 0A56B2    677554   0.0807707
   404 | 0AAE3E    699966   0.0834424
   405 | 0B088D    723085   0.0861984
   406 | 0B65B1    746929   0.0890409
   407 | 0BC5C0    771520   0.0919724
   408 | 0C28CD    796877   0.0949951
   409 | 0C8EED    823021   0.0981117
   410 | 0CF837    849975   0.1013249
   411 | 0D64BF    877759   0.1046370
   412 | 0DD49B    906395   0.1080507
   413 | 0E47E2    935906   0.1115687
   414 | 0EBEAB    966315   0.1151937
   415 | 0F390C    997644   0.1189284
   416 | 0FB71D   1029917   0.1227757
   417 | 1038F5   1063157   0.1267382
   418 | 10BEAB   1097387   0.1308187
   419 | 114859   1132633   0.1350204
   420 | 11D615   1168917   0.1393458
   421 | 1267F8   1206264   0.1437979
   422 | 12FE1B   1244699   0.1483797
   423 | 139896   1284246   0.1530941
   424 | 143781   1324929   0.1579438
   425 | 14DAF5   1366773   0.1629320
   426 | 15830A   1409802   0.1680615
   427 | 162FD9   1454041   0.1733352
   428 | 16E17A   1499514   0.1787560
   429 | 179805   1546245   0.1843268
   430 | 185391   1594257   0.1900502
   431 | 191436   1643574   0.1959293
   432 | 19DA0B   1694219   0.2019666
   433 | 1AA526   1746214   0.2081649
   434 | 1B759D   1799581   0.2145268
   435 | 1C4B85   1854341   0.2210547
   436 | 1D26F3   1910515   0.2277511
   437 | 1E07FA   1968122   0.2346184
   438 | 1EEEAE   2027182   0.2416589
   439 | 1FDB1E   2087710   0.2488744
   440 | 20CD5D   2149725   0.2562672
   441 | 21C578   2213240   0.2638388
   442 | 22C37F   2278271   0.2715911
   443 | 23C77C   2344828   0.2795253
   444 | 24D17B   2412923   0.2876428
   445 | 25E184   2482564   0.2959447
   446 | 26F79D   2553757   0.3044316
   447 | 2813CD   2626509   0.3131043
   448 | 293614   2700820   0.3219628
   449 | 2A5E73   2776691   0.3310074
   450 | 2B8CE7   2854119   0.3402375
   451 | 2CC16B   2933099   0.3496526
   452 | 2DFBF7   3013623   0.3592519
   453 | 2F3C7F   3095679   0.3690337
   454 | 3082F5   3179253   0.3789965
   455 | 31CF47   3264327   0.3891381
   456 | 33215F   3350879   0.3994559
   457 | 347924   3438884   0.4099469
   458 | 35D67A   3528314   0.4206078
   459 | 37393E   3619134   0.4314344
   460 | 38A14B   3711307   0.4424223
   461 | 3A0E77   3804791   0.4535664
   462 | 3B8095   3899541   0.4648615
   463 | 3CF770   3995504   0.4763012
   464 | 3E72D2   4092626   0.4878790
   465 | 3FF27D   4190845   0.4995877
   466 | 417631   4290097   0.5114194
   467 | 42FDA5   4390309   0.5233656
   468 | 44888F   4491407   0.5354174
   469 | 46169D   4593309   0.5475651
   470 | 47A77A   4695930   0.5597985
   471 | 493ACA   4799178   0.5721066
   472 | 4AD02E   4902958   0.5844781
   473 | 4C673F   5007167   0.5969008
   474 | 4DFF95   5111701   0.6093622
   475 | 4F98BF   5216447   0.6218489
   476 | 51324B   5321291   0.6343473
   477 | 52CBC1   5426113   0.6468431
   478 | 5464A6   5530790   0.6593215
   479 | 55FC79   5635193   0.6717674
   480 | 5792B8   5739192   0.6841650
   481 | 5926DE   5842654   0.6964986
   482 | 5AB860   5945440   0.7087517
   483 | 5C46B6   6047414   0.7209079
   484 | 5DD154   6148436   0.7329507
   485 | 5F57AB   6248363   0.7448629
   486 | 60D92F   6347055   0.7566279
   487 | 625553   6444371   0.7682289
   488 | 63CB8C   6540172   0.7796493
   489 | 653B4E   6634318   0.7908723
   490 | 66A412   6726674   0.8018820
   491 | 680554   6817108   0.8126626
   492 | 695E94   6905492   0.8231988
   493 | 6AAF57   6991703   0.8334759
   494 | 6BF727   7075623   0.8434800
   495 | 6D3595   7157141   0.8531977
   496 | 6E6A39   7236153   0.8626167
   497 | 6F94B6   7312566   0.8717258
   498 | 70B4B3   7386291   0.8805145
   499 | 71C9E4   7457252   0.8889737
   500 | 72D407   7525383   0.8970956
   501 | 73D2E4   7590628   0.9048734
   502 | 74C64E   7652942   0.9123018
   503 | 75AE26   7712294   0.9193771
   504 | 768A56   7768662   0.9260967
   505 | 775AD6   7822038   0.9324596
   506 | 781FAC   7872428   0.9384665
   507 | 78D8E8   7919848   0.9441195
   508 | 7986A7   7964327   0.9494218
   509 | 7A2912   8005906   0.9543784
   510 | 7AC05F   8044639   0.9589957
   511 | 7B4CCE   8080590   0.9632814
   512 | 000458      1112   0.0001326
   513 | 00045E      1118   0.0001333
   514 | 000464      1124   0.0001340
   515 | 00046A      1130   0.0001347
   516 | 000470      1136   0.0001354
   517 | 000476      1142   0.0001361
   518 | 00047C      1148   0.0001369
   519 | 000483      1155   0.0001377
   520 | 000489      1161   0.0001384
   521 | 00048F      1167   0.0001391
   522 | 000495      1173   0.0001398
   523 | 00049C      1180   0.0001407
   524 | 0004A2      1186   0.0001414
   525 | 0004A9      1193   0.0001422
   526 | 0004AF      1199   0.0001429
   527 | 0004B6      1206   0.0001438
   528 | 0004BC      1212   0.0001445
   529 | 0004C3      1219   0.0001453
   530 | 0004C9      1225   0.0001460
   531 | 0004D0      1232   0.0001469
   532 | 0004D7      1239   0.0001477
   533 | 0004DD      1245   0.0001484
   534 | 0004E4      1252   0.0001493
   535 | 0004EB      1259   0.0001501
   536 | 0004F2      1266   0.0001509
   537 | 0004F9      1273   0.0001518
   538 | 000500      1280   0.0001526
   539 | 000507      1287   0.0001534
   540 | 00050E      1294   0.0001543
   541 | 000515      1301   0.0001551
   542 | 00051C      1308   0.0001559
   543 | 000523      1315   0.0001568
   544 | 00052A      1322   0.0001576
   545 | 000531      1329   0.0001584
   546 | 000538      1336   0.0001593
   547 | 000540      1344   0.0001602
   548 | 000547      1351   0.0001611
   549 | 00054E      1358   0.0001619
   550 | 000556      1366   0.0001628
   551 | 00055D      1373   0.0001637
   552 | 000564      1380   0.0001645
   553 | 00056C      1388   0.0001655
   554 | 000573      1395   0.0001663
   555 | 00057B      1403   0.0001673
   556 | 000583      1411   0.0001682
   557 | 00058A      1418   0.0001690
   558 | 000592      1426   0.0001700
   559 | 00059A      1434   0.0001709
   560 | 0005A2      1442   0.0001719
   561 | 0005A9      1449   0.0001727
   562 | 0005B1      1457   0.0001737
   563 | 0005B9      1465   0.0001746
   564 | 0005C1      1473   0.0001756
   565 | 0005C9      1481   0.0001765
   566 | 0005D1      1489   0.0001775
   567 | 0005D9      1497   0.0001785
   568 | 0005E1      1505   0.0001794
   569 | 0005EA      1514   0.0001805
   570 | 0005F2      1522   0.0001814
   571 | 0005FA      1530   0.0001824
   572 | 000602      1538   0.0001833
   573 | 00060B      1547   0.0001844
   574 | 000613      1555   0.0001854
   575 | 00061C      1564   0.0001864
   576 | 000624      1572   0.0001874
   577 | 00062D      1581   0.0001885
   578 | 000635      1589   0.0001894
   579 | 00063E      1598   0.0001905
   580 | 000646      1606   0.0001915
   581 | 00064F      1615   0.0001925
   582 | 000658      1624   0.0001936
   583 | 000661      1633   0.0001947
   584 | 00066A      1642   0.0001957
   585 | 000673      1651   0.0001968
   586 | 00067C      1660   0.0001979
   587 | 000685      1669   0.0001990
   588 | 00068E      1678   0.0002000
   589 | 000697      1687   0.0002011
   590 | 0006A0      1696   0.0002022
   591 | 0006A9      1705   0.0002033
   592 | 0006B2      1714   0.0002043
   593 | 0006BC      1724   0.0002055
   594 | 0006C5      1733   0.0002066
   595 | 0006CE      1742   0.0002077
   596 | 0006D8      1752   0.0002089
   597 | 0006E1      1761   0.0002099
   598 | 0006EB      1771   0.0002111
   599 | 0006F5      1781   0.0002123
   600 | 0006FE      1790   0.0002134
   601 | 000708      1800   0.0002146
   602 | 000712      1810   0.0002158
   603 | 00071C      1820   0.0002170
   604 | 000725      1829   0.0002180
   605 | 00072F      1839   0.0002192
   606 | 000739      1849   0.0002204
   607 | 000743      1859   0.0002216
   608 | 00074D      1869   0.0002228
   609 | 000758      1880   0.0002241
   610 | 000762      1890   0.0002253
   611 | 00076C      1900   0.0002265
   612 | 000776      1910   0.0002277
   613 | 000781      1921   0.0002290
   614 | 00078B      1931   0.0002302
   615 | 000796      1942   0.0002315
   616 | 0007A0      1952   0.0002327
   617 | 0007AB      1963   0.0002340
   618 | 0007B6      1974   0.0002353
   619 | 0007C0      1984   0.0002365
   620 | 0007CB      1995   0.0002378
   621 | 0007D6      2006   0.0002391
   622 | 0007E1      2017   0.0002404
   623 | 0007EC      2028   0.0002418
   624 | 0007F7      2039   0.0002431
   625 | 000802      2050   0.0002444
   626 | 00080D      2061   0.0002457
   627 | 000818      2072   0.0002470
   628 | 000823      2083   0.0002483
   629 | 00082F      2095   0.0002497
   630 | 00083A      2106   0.0002511
   631 | 000845      2117   0.0002524
   632 | 000851      2129   0.0002538
   633 | 00085D      2141   0.0002552
   634 | 000868      2152   0.0002565
   635 | 000874      2164   0.0002580
   636 | 000880      2176   0.0002594
   637 | 00088B      2187   0.0002607
   638 | 000897      2199   0.0002621
   639 | 0008A3      2211   0.0002636
   640 | 0008AF      2223   0.0002650
   641 | 0008BB      2235   0.0002664
   642 | 0008C7      2247   0.0002679
   643 | 0008D4      2260   0.0002694
   644 | 0008E0      2272   0.0002708
   645 | 0008EC      2284   0.0002723
   646 | 0008F9      2297   0.0002738
   647 | 000905      2309   0.0002753
   648 | 000912      2322   0.0002768
   649 | 00091E      2334   0.0002782
   650 | 00092B      2347   0.0002798
   651 | 000938      2360   0.0002813
   652 | 000944      2372   0.0002828
   653 | 000951      2385   0.0002843
   654 | 00095E      2398   0.0002859
   655 | 00096B      2411   0.0002874
   656 | 000978      2424   0.0002890
   657 | 000986      2438   0.0002906
   658 | 000993      2451   0.0002922
   659 | 0009A0      2464   0.0002937
   660 | 0009AE      2478   0.0002954
   661 | 0009BB      2491   0.0002970
   662 | 0009C8      2504   0.0002985
