# X:$14A000  X_14A000_sine8k_full  (8192 words)
# m18 phaser LFO quadrature SIN (read at $144ED4/$145076: x:(r0+$14a000),a)
# 3 bytes/word big-endian signed 24-bit fraction = word/2^23
#  idx | hex     signed24   fraction(24-bit)
   436 | 2A02C7   2753223   +0.3282098
   437 | 2A1A84   2759300   +0.3289342
   438 | 2A323F   2765375   +0.3296584
   439 | 2A49F9   2771449   +0.3303825
   440 | 2A61B1   2777521   +0.3311063
   441 | 2A7967   2783591   +0.3318299
   442 | 2A911C   2789660   +0.3325534
   443 | 2AA8CE   2795726   +0.3332765
   444 | 2AC080   2801792   +0.3339996
   445 | 2AD82F   2807855   +0.3347224
   446 | 2AEFDE   2813918   +0.3354452
   447 | 2B078A   2819978   +0.3361676
   448 | 2B1F35   2826037   +0.3368899
   449 | 2B36DE   2832094   +0.3376119
   450 | 2B4E85   2838149   +0.3383337
   451 | 2B662B   2844203   +0.3390554
   452 | 2B7DCF   2850255   +0.3397769
   453 | 2B9571   2856305   +0.3404981
   454 | 2BAD12   2862354   +0.3412192
   455 | 2BC4B1   2868401   +0.3419400
   456 | 2BDC4E   2874446   +0.3426607
   457 | 2BF3EA   2880490   +0.3433812
   458 | 2C0B84   2886532   +0.3441014
   459 | 2C231C   2892572   +0.3448215
   460 | 2C3AB2   2898610   +0.3455412
   461 | 2C5247   2904647   +0.3462609
   462 | 2C69DA   2910682   +0.3469803
   463 | 2C816C   2916716   +0.3476996
   464 | 2C98FB   2922747   +0.3484186
   465 | 2CB089   2928777   +0.3491374
   466 | 2CC816   2934806   +0.3498561
   467 | 2CDFA0   2940832   +0.3505745
   468 | 2CF729   2946857   +0.3512927
   469 | 2D0EB0   2952880   +0.3520107
   470 | 2D2635   2958901   +0.3527285
   471 | 2D3DB9   2964921   +0.3534461
   472 | 2D553B   2970939   +0.3541635
   473 | 2D6CBB   2976955   +0.3548807
   474 | 2D8439   2982969   +0.3555976
   475 | 2D9BB6   2988982   +0.3563144
   476 | 2DB330   2994992   +0.3570309
   477 | 2DCAA9   3001001   +0.3577472
   478 | 2DE221   3007009   +0.3584634
   479 | 2DF996   3013014   +0.3591793
   480 | 2E110A   3019018   +0.3598950
   481 | 2E287C   3025020   +0.3606105
   482 | 2E3FEC   3031020   +0.3613257
   483 | 2E575B   3037019   +0.3620409
   484 | 2E6EC7   3043015   +0.3627557
   485 | 2E8632   3049010   +0.3634703
   486 | 2E9D9B   3055003   +0.3641847
   487 | 2EB502   3060994   +0.3648989
   488 | 2ECC68   3066984   +0.3656130
   489 | 2EE3CB   3072971   +0.3663267
   490 | 2EFB2D   3078957   +0.3670403
   491 | 2F128D   3084941   +0.3677536
   492 | 2F29EB   3090923   +0.3684667
   493 | 2F4148   3096904   +0.3691797
   494 | 2F58A2   3102882   +0.3698924
   495 | 2F6FFB   3108859   +0.3706049
   496 | 2F8752   3114834   +0.3713171
   497 | 2F9EA7   3120807   +0.3720292
   498 | 2FB5FA   3126778   +0.3727410
   499 | 2FCD4C   3132748   +0.3734527
   500 | 2FE49B   3138715   +0.3741640
   501 | 2FFBE9   3144681   +0.3748752
   502 | 301335   3150645   +0.3755862
   503 | 302A7F   3156607   +0.3762969
   504 | 3041C7   3162567   +0.3770074
   505 | 30590D   3168525   +0.3777176
   506 | 307052   3174482   +0.3784277
   507 | 308794   3180436   +0.3791375
   508 | 309ED5   3186389   +0.3798472
   509 | 30B614   3192340   +0.3805566
   510 | 30CD51   3198289   +0.3812658
   511 | 30E48C   3204236   +0.3819747
   512 | 30FBC5   3210181   +0.3826834
   513 | 3112FC   3216124   +0.3833919
   514 | 312A32   3222066   +0.3841002
   515 | 314165   3228005   +0.3848082
   516 | 315897   3233943   +0.3855160
   517 | 316FC6   3239878   +0.3862236
   518 | 3186F4   3245812   +0.3869309
   519 | 319E20   3251744   +0.3876381
   520 | 31B54A   3257674   +0.3883450
   521 | 31CC72   3263602   +0.3890517
   522 | 31E398   3269528   +0.3897581
   523 | 31FABC   3275452   +0.3904643
   524 | 3211DF   3281375   +0.3911704
   525 | 3228FF   3287295   +0.3918761
   526 | 32401D   3293213   +0.3925816
   527 | 32573A   3299130   +0.3932869
   528 | 326E54   3305044   +0.3939919
   529 | 32856D   3310957   +0.3946968
   530 | 329C84   3316868   +0.3954015
   531 | 32B398   3322776   +0.3961058
   532 | 32CAAB   3328683   +0.3968099
   533 | 32E1BC   3334588   +0.3975139
   534 | 32F8CB   3340491   +0.3982176
   535 | 330FD7   3346391   +0.3989209
   536 | 3326E2   3352290   +0.3996241
   537 | 333DEB   3358187   +0.4003271
   538 | 3354F2   3364082   +0.4010298
   539 | 336BF7   3369975   +0.4017323
   540 | 3382FA   3375866   +0.4024346
   541 | 3399FB   3381755   +0.4031366
   542 | 33B0FA   3387642   +0.4038384
   543 | 33C7F7   3393527   +0.4045399
   544 | 33DEF2   3399410   +0.4052413
   545 | 33F5EB   3405291   +0.4059423
