# P:$143F95  filter_div_table_1  (1201 words)
# FILTER: div table 1, indexed by BASE cutoff x $4AF>>24 (0..1199); used at P:$057D kernel
#  idx | hex     signed24   fraction(24-bit)
   679 | 05D233    381491   0.0454773
   680 | 05DA4D    383565   0.0457245
   681 | 05E273    385651   0.0459732
   682 | 05EAA4    387748   0.0462232
   683 | 05F2E0    389856   0.0464745
   684 | 05FB28    391976   0.0467272
   685 | 06037C    394108   0.0469813
   686 | 060BDB    396251   0.0472368
   687 | 061446    398406   0.0474937
   688 | 061CBC    400572   0.0477519
   689 | 06253F    402751   0.0480117
   690 | 062DCD    404941   0.0482727
   691 | 063667    407143   0.0485352
   692 | 063F0D    409357   0.0487992
   693 | 0647C0    411584   0.0490646
   694 | 06507E    413822   0.0493314
   695 | 065949    416073   0.0495998
   696 | 066220    418336   0.0498695
   697 | 066B03    420611   0.0501407
   698 | 0673F3    422899   0.0504135
   699 | 067CEF    425199   0.0506877
   700 | 0685F8    427512   0.0509634
   701 | 068F0D    429837   0.0512406
   702 | 06982F    432175   0.0515193
   703 | 06A15E    434526   0.0517995
   704 | 06AA9A    436890   0.0520813
   705 | 06B3E3    439267   0.0523647
   706 | 06BD38    441656   0.0526495
   707 | 06C69B    444059   0.0529360
   708 | 06D00A    446474   0.0532238
   709 | 06D987    448903   0.0535134
   710 | 06E312    451346   0.0538046
   711 | 06ECA9    453801   0.0540973
   712 | 06F64E    456270   0.0543916
   713 | 070000    458752   0.0546875
   714 | 0709C0    461248   0.0549850
   715 | 07138E    463758   0.0552843
   716 | 071D69    466281   0.0555850
   717 | 072752    468818   0.0558875
   718 | 073149    471369   0.0561916
   719 | 073B4E    473934   0.0564973
   720 | 074561    476513   0.0568048
   721 | 074F82    479106   0.0571139
   722 | 0759B2    481714   0.0574248
   723 | 0763EF    484335   0.0577372
   724 | 076E3B    486971   0.0580515
   725 | 077895    489621   0.0583674
   726 | 0782FE    492286   0.0586851
